codi_eoi,magnitud,any,hora,valor_mitja
08019058,10,2024,5,11.9
08019058,10,2024,24,13.32
08019058,12,2024,8,5.06
08019058,12,2024,9,7.24
08019058,12,2024,14,13.34
08019058,12,2024,20,9.75
08019058,14,2024,3,75.97
08019058,14,2024,11,67.7
08019058,14,2024,19,78.95
08019058,7,2024,8,1.03
08019058,7,2024,9,1.25
08019058,7,2024,14,2.33
08019058,7,2024,20,1.13
08019058,8,2024,5,4.24
08019058,8,2024,24,6.55
08019044,10,2024,6,15.52
08019044,10,2024,10,29.42
08019044,10,2024,15,26.81
08019044,10,2024,18,28.08
08019054,12,2023,3,16.44
08019054,12,2023,11,27.54
08019054,12,2023,19,37.4
08019004,8,2023,8,28.59
08019004,8,2023,9,31.52
08019004,8,2023,14,23.88
08019004,8,2023,20,32.31
08019043,6,2023,5,0.24
08019043,6,2023,24,0.51
08019043,7,2023,3,9.11
08019043,7,2023,11,21.62
08019043,7,2023,19,17.17
08019042,12,2023,3,22.66
08019042,12,2023,11,37.83
08019042,12,2023,19,29.68
08019058,14,2023,4,67.44
08019058,14,2023,7,67.56
08019058,14,2023,13,64.82
08019058,14,2023,21,69.44
08019057,9,2023,6,6.58
08019057,9,2023,10,8.0
08019057,9,2023,15,6.87
08019057,9,2023,18,7.6
08019044,7,2023,1,4.48
08019044,7,2023,12,9.91
08019044,7,2023,16,5.93
08019044,7,2023,17,5.88
08019044,7,2023,23,7.97
08019044,12,2023,6,19.39
08019044,12,2023,10,51.43
08019044,12,2023,15,33.49
08019044,12,2023,18,40.29
08019057,7,2023,6,1.2
08019057,7,2023,10,11.98
08019057,7,2023,15,3.13
08019057,7,2023,18,3.26
08019054,1,2023,1,1.13
08019054,1,2023,12,1.48
08019054,1,2023,16,1.5
08019054,1,2023,17,1.37
08019054,1,2023,23,1.19
08019054,8,2023,2,16.91
08019054,8,2023,22,29.15
08019042,7,2023,4,2.4
08019042,7,2023,7,3.51
08019042,7,2023,13,4.85
08019042,7,2023,21,7.41
08019004,7,2023,2,5.03
08019004,7,2023,22,10.51
08019042,8,2023,5,15.49
08019042,8,2023,24,28.26
08019057,12,2023,4,13.22
08019057,12,2023,7,15.09
08019057,12,2023,13,20.38
08019057,12,2023,21,37.31
08019058,7,2023,4,1.23
08019058,7,2023,7,1.23
08019058,7,2023,13,3.1
08019058,7,2023,21,1.27
08019043,9,2023,6,8.45
08019043,9,2023,10,12.34
08019043,9,2023,15,9.94
08019043,9,2023,18,11.07
08019043,8,2023,8,39.98
08019043,8,2023,9,45.27
08019043,8,2023,14,34.33
08019043,8,2023,20,46.21
08019044,14,2023,4,41.4
08019044,14,2023,7,37.53
08019044,14,2023,13,47.28
08019044,14,2023,21,35.94
08019058,12,2023,2,6.09
08019058,12,2023,22,8.01
08019054,14,2023,1,47.18
08019054,14,2023,12,55.59
08019054,14,2023,16,66.76
08019054,14,2023,17,64.51
08019054,14,2023,23,43.7
08019043,10,2023,2,19.48
08019043,10,2023,22,29.69
08019058,10,2023,2,11.65
08019058,10,2023,22,14.27
08019058,8,2023,8,4.78
08019058,8,2023,9,6.23
08019058,8,2023,14,11.18
08019058,8,2023,20,9.2
08019054,6,2023,2,0.22
08019054,6,2023,22,0.29
08019043,1,2023,6,1.69
08019043,1,2023,10,2.1
08019043,1,2023,15,2.14
08019043,1,2023,18,1.88
08019050,12,2023,6,24.72
08019050,12,2023,10,69.02
08019050,12,2023,15,32.8
08019050,12,2023,18,38.57
08019057,10,2023,5,9.15
08019057,10,2023,24,11.76
08019050,14,2023,3,27.65
08019050,14,2023,11,32.21
08019050,14,2023,19,40.38
08019004,10,2023,8,31.74
08019004,10,2023,9,24.7
08019004,10,2023,14,29.68
08019004,10,2023,20,27.44
08019004,12,2023,3,30.31
08019004,12,2023,11,52.6
08019004,12,2023,19,42.56
08019044,8,2023,2,20.16
08019044,8,2023,22,35.75
08019050,8,2023,1,32.02
08019050,8,2023,12,35.1
08019050,8,2023,16,25.95
08019050,8,2023,17,27.77
08019050,8,2023,23,37.2
08019054,10,2023,5,11.92
08019054,10,2023,24,18.34
08019057,8,2023,6,10.33
08019057,8,2023,10,21.98
08019057,8,2023,15,12.27
08019057,8,2023,18,20.19
08019054,7,2023,3,1.89
08019054,7,2023,11,7.06
08019054,7,2023,19,7.83
08019044,6,2023,8,0.3
08019044,6,2023,9,0.36
08019044,6,2023,14,0.34
08019044,6,2023,20,0.42
08019057,6,2023,2,0.29
08019057,6,2023,22,0.35
08019060,12,2025,3,36.53
08019060,12,2025,11,64.57
08019060,12,2025,19,68.07
08019060,8,2025,4,22.43
08019060,8,2025,7,24.93
08019060,8,2025,13,24.98
08019060,8,2025,21,46.94
08019060,9,2025,2,13.9
08019060,9,2025,22,14.68
08019060,7,2025,6,6.31
08019060,7,2025,10,28.07
08019060,7,2025,15,10.03
08019060,7,2025,18,13.53
