data,no2_mitja,no2_max,temperatura,humitat,precipitacio,vent_velocitat,vent_max,pressio,dia_setmana_num,es_cap_setmana,mes,any_,hores_amb_dada,no2_lag1,no2_lag2,no2_lag7,no2_mm3,no2_mm7,vent_lag1,precip_lag1,dia_any_sin,dia_any_cos
2024-10-20,36.88,79.0,17.08,77.5,0.0,6.12,10.4,1018.78,0,True,10,2024,24,27.08,20.54,23.0,26.55,28.14,5.87,0.0,-0.9399,0.3416
2024-10-21,34.21,68.0,18.1,80.17,0.0,7.96,14.4,1021.82,1,False,10,2024,24,36.88,27.08,32.5,28.17,30.12,6.12,0.0,-0.9338,0.3577
2024-10-22,33.08,65.0,17.58,81.88,0.0,8.96,21.5,1023.46,2,False,10,2024,24,34.21,36.88,25.88,32.72,30.37,7.96,0.0,-0.9275,0.3737
2024-10-23,39.79,64.0,17.06,84.21,0.0,5.25,12.6,1024.4,3,False,10,2024,24,33.08,34.21,35.95,34.72,31.4,8.96,0.0,-0.921,0.3896
2024-10-24,50.33,84.0,16.78,89.04,0.0,5.55,11.0,1020.77,4,False,10,2024,24,39.79,33.08,32.04,35.69,31.95,5.25,0.0,-0.9141,0.4054
2024-10-25,42.54,66.0,16.78,91.92,2.8,6.16,12.8,1015.65,5,False,10,2024,24,50.33,39.79,20.54,41.07,34.56,5.55,0.0,-0.907,0.4211
2024-10-26,26.71,53.0,16.35,90.29,17.2,6.44,14.8,1010.8,6,True,10,2024,24,42.54,50.33,27.08,44.22,37.7,6.16,2.8,-0.8996,0.4367
2024-10-27,20.39,31.0,15.55,81.83,3.9,12.0,21.2,1014.77,0,True,10,2024,23,26.71,42.54,36.88,39.86,37.65,6.44,17.2,-0.892,0.4521
2024-10-28,30.58,62.0,18.4,83.17,2.7,18.55,26.8,1018.61,1,False,10,2024,24,20.39,26.71,34.21,29.88,35.29,12.0,3.9,-0.8841,0.4674
2024-10-29,26.08,66.0,18.81,82.58,0.4,18.6,27.2,1019.56,2,False,10,2024,24,30.58,20.39,33.08,25.89,34.77,18.55,2.7,-0.8759,0.4825
2024-10-30,23.63,49.0,18.77,84.13,42.6,24.73,38.3,1017.1,3,False,10,2024,24,26.08,30.58,39.79,25.68,33.77,18.6,0.4,-0.8675,0.4975
2024-10-31,30.0,60.0,19.08,83.25,6.8,16.04,25.2,1018.81,4,False,10,2024,24,23.63,26.08,50.33,26.76,31.47,24.73,42.6,-0.8588,0.5124
2024-11-01,22.88,39.0,16.97,84.83,5.9,9.14,18.2,1019.18,5,False,11,2024,24,30.0,23.63,42.54,26.57,28.56,16.04,6.8,-0.8498,0.5271
2024-11-02,23.83,49.0,16.86,83.13,27.1,13.31,28.5,1018.05,6,True,11,2024,24,22.88,30.0,26.71,25.5,25.75,9.14,5.9,-0.8406,0.5416
2024-11-03,20.79,42.0,17.04,88.67,8.0,9.28,18.5,1021.1,0,True,11,2024,24,23.83,22.88,20.39,25.57,25.34,13.31,27.1,-0.8312,0.556
2024-11-05,42.29,81.0,17.73,89.79,10.3,5.15,10.2,1019.99,2,False,11,2024,24,20.79,23.83,30.58,22.5,25.4,9.28,8.0,-0.8115,0.5843
2024-11-06,30.21,55.0,16.53,90.0,6.6,5.92,14.1,1022.34,3,False,11,2024,24,42.29,20.79,26.08,28.97,27.07,5.15,10.3,-0.8014,0.5982
2024-11-07,35.33,62.0,16.23,84.63,4.5,10.63,19.5,1021.65,4,False,11,2024,24,30.21,42.29,23.63,31.1,27.66,5.92,6.6,-0.7909,0.6119
2024-11-08,35.67,68.0,15.41,84.88,0.4,4.61,8.0,1019.33,5,False,11,2024,24,35.33,30.21,30.0,35.94,29.33,10.63,4.5,-0.7803,0.6254
2024-11-09,31.92,55.0,14.95,91.17,1.6,5.43,9.0,1019.05,6,True,11,2024,24,35.67,35.33,22.88,33.74,30.14,4.61,0.4,-0.7694,0.6387
2024-11-10,17.54,49.0,15.64,83.79,0.2,6.83,11.3,1019.52,0,True,11,2024,24,31.92,35.67,23.83,34.31,31.43,5.43,1.6,-0.7583,0.6519
2024-11-11,36.58,67.0,14.05,83.46,0.0,6.43,9.2,1020.1,1,False,11,2024,24,17.54,31.92,20.79,28.38,30.54,6.83,0.2,-0.747,0.6649
2024-11-12,26.0,44.0,11.86,85.08,3.1,5.85,10.9,1016.16,2,False,11,2024,24,36.58,17.54,42.29,28.68,32.79,6.43,0.0,-0.7354,0.6776
2024-11-13,29.0,44.0,13.03,76.38,6.7,16.25,28.4,1015.95,3,False,11,2024,24,26.0,36.58,30.21,26.71,30.46,5.85,3.1,-0.7236,0.6902
2024-11-14,42.42,70.0,12.9,76.92,0.0,7.76,15.1,1018.4,4,False,11,2024,24,29.0,26.0,35.33,30.53,30.29,16.25,6.7,-0.7117,0.7025
2024-11-15,46.58,77.0,13.75,77.33,0.0,5.44,10.4,1020.56,5,False,11,2024,24,42.42,29.0,35.67,32.47,31.3,7.76,0.0,-0.6995,0.7147
2024-11-16,43.88,74.0,13.32,86.42,0.0,5.75,11.0,1018.94,6,True,11,2024,24,46.58,42.42,31.92,39.33,32.86,5.44,0.0,-0.6871,0.7266
2024-11-17,26.71,69.0,13.11,86.04,0.0,5.14,8.8,1015.71,0,True,11,2024,24,43.88,46.58,17.54,44.29,34.57,5.75,0.0,-0.6744,0.7383
2024-11-18,34.3,56.0,12.81,89.25,0.2,6.56,10.7,1014.98,1,False,11,2024,20,26.71,43.88,36.58,39.06,35.88,5.14,0.0,-0.6616,0.7498
2024-11-19,36.54,65.0,12.87,88.5,0.0,6.73,10.3,1012.78,2,False,11,2024,24,34.3,26.71,26.0,34.96,35.56,6.56,0.2,-0.6486,0.7611
2024-11-20,25.79,55.0,16.02,65.83,0.0,15.51,27.0,1008.27,3,False,11,2024,24,36.54,34.3,29.0,32.52,37.06,6.73,0.0,-0.6354,0.7722
2024-11-21,23.38,56.0,15.13,72.67,0.0,12.63,24.5,1005.74,4,False,11,2024,24,25.79,36.54,42.42,32.21,36.6,15.51,0.0,-0.622,0.783
2024-11-22,26.04,66.0,15.18,60.21,0.0,13.96,26.3,1008.2,5,False,11,2024,24,23.38,25.79,46.58,28.57,33.88,12.63,0.0,-0.6085,0.7936
2024-11-23,29.58,64.0,13.49,77.71,0.4,7.29,17.6,1022.29,6,True,11,2024,24,26.04,23.38,43.88,25.07,30.95,13.96,0.0,-0.5947,0.8039
2024-11-24,29.71,53.0,15.15,86.58,0.2,4.17,10.5,1022.47,0,True,11,2024,24,29.58,26.04,26.71,26.33,28.91,7.29,0.4,-0.5808,0.814
2024-11-25,56.25,80.0,15.03,91.92,0.0,7.53,16.1,1017.01,1,False,11,2024,24,29.71,29.58,34.3,28.44,29.33,4.17,0.2,-0.5667,0.8239
2024-11-26,32.79,64.0,14.11,79.21,0.1,5.25,8.6,1019.01,2,False,11,2024,24,56.25,29.71,36.54,38.51,32.47,7.53,0.0,-0.5524,0.8336
2024-11-27,31.38,70.0,12.04,75.58,0.0,5.18,8.5,1020.83,3,False,11,2024,24,32.79,56.25,25.79,39.58,31.93,5.25,0.1,-0.538,0.8429
2024-11-28,45.25,77.0,10.42,80.38,0.0,6.93,9.6,1022.35,4,False,11,2024,24,31.38,32.79,23.38,40.14,32.73,5.18,0.0,-0.5234,0.8521
2024-11-29,39.63,58.0,10.78,79.42,0.0,6.38,10.6,1021.49,5,False,11,2024,19,45.25,31.38,26.04,36.47,35.86,6.93,0.0,-0.5087,0.861
2024-11-30,39.25,66.0,11.35,87.83,0.0,5.12,8.1,1024.33,6,True,11,2024,24,39.63,45.25,29.58,38.75,37.8,6.38,0.0,-0.4938,0.8696
2024-12-01,29.88,63.0,13.01,89.08,0.0,6.28,8.6,1022.42,0,True,12,2024,24,39.25,39.63,29.71,41.38,39.18,5.12,0.0,-0.4787,0.878
2024-12-02,28.29,48.0,12.26,80.83,0.0,8.9,12.5,1018.46,1,False,12,2024,24,29.88,39.25,56.25,36.25,39.2,6.28,0.0,-0.4636,0.8861
2024-12-03,28.35,51.0,11.65,84.3,0.5,8.45,14.1,1017.39,2,False,12,2024,23,28.29,29.88,32.79,32.47,35.21,8.9,0.0,-0.4482,0.8939
2024-12-04,29.38,51.0,11.88,84.83,3.6,4.12,7.0,1017.99,3,False,12,2024,24,28.35,28.29,31.38,28.84,34.58,8.45,0.5,-0.4328,0.9015
2024-12-05,34.71,79.0,9.7,75.63,0.0,6.09,11.7,1022.9,4,False,12,2024,24,29.38,28.35,45.25,28.67,34.29,4.12,3.6,-0.4172,0.9088
2024-12-06,33.96,70.0,13.03,72.33,0.0,7.56,12.2,1019.47,5,False,12,2024,24,34.71,29.38,39.63,30.81,32.78,6.09,0.0,-0.4015,0.9159
2024-12-07,25.17,65.0,12.87,71.42,0.0,12.23,24.5,1014.18,6,True,12,2024,24,33.96,34.71,39.25,32.68,31.97,7.56,0.0,-0.3857,0.9226
2024-12-08,10.25,17.0,10.12,54.75,0.0,17.33,20.6,1009.03,0,True,12,2024,24,25.17,33.96,29.88,31.28,29.96,12.23,0.0,-0.3697,0.9291
2024-12-09,24.79,52.0,9.29,64.38,0.8,11.29,21.8,1008.28,1,False,12,2024,24,10.25,25.17,28.29,23.13,27.16,17.33,0.0,-0.3537,0.9354
2024-12-10,29.04,43.0,7.36,87.5,11.5,3.97,9.5,1013.91,2,False,12,2024,24,24.79,10.25,28.35,20.07,26.66,11.29,0.8,-0.3375,0.9413
2024-12-11,34.79,49.0,8.08,90.13,11.7,7.63,12.0,1017.73,3,False,12,2024,24,29.04,24.79,29.38,21.36,26.76,3.97,11.5,-0.3213,0.947
2024-12-12,36.92,63.0,10.9,78.08,1.9,16.12,23.8,1017.99,4,False,12,2024,24,34.79,29.04,34.71,29.54,27.53,7.63,11.7,-0.3049,0.9524
2024-12-13,45.17,70.0,10.42,84.46,0.4,6.9,14.7,1018.8,5,False,12,2024,24,36.92,34.79,33.96,33.58,27.85,16.12,1.9,-0.2885,0.9575
2024-12-14,24.58,55.0,8.87,76.96,0.0,8.68,10.9,1023.17,6,True,12,2024,24,45.17,36.92,25.17,38.96,29.45,6.9,0.4,-0.272,0.9623
2024-12-15,30.13,63.0,7.57,80.79,0.0,6.28,10.2,1028.68,0,True,12,2024,24,24.58,45.17,10.25,35.56,29.36,8.68,0.0,-0.2554,0.9668
2024-12-16,34.83,72.0,7.24,76.46,0.0,8.41,11.9,1034.8,1,False,12,2024,24,30.13,24.58,24.79,33.29,32.2,6.28,0.0,-0.2387,0.9711
2024-12-17,41.0,89.0,8.37,76.04,0.1,9.94,16.5,1030.1,2,False,12,2024,24,34.83,30.13,29.04,29.85,33.64,8.41,0.0,-0.2219,0.9751
2024-12-18,48.96,78.0,8.09,77.88,0.0,6.95,10.4,1024.62,3,False,12,2024,24,41.0,34.83,34.79,35.32,35.35,9.94,0.1,-0.2051,0.9787
2024-12-19,33.16,61.0,13.15,62.05,0.0,14.56,22.6,1014.56,4,False,12,2024,19,48.96,41.0,36.92,41.6,37.37,6.95,0.0,-0.1882,0.9821
2024-12-20,32.63,75.0,9.2,67.58,0.0,5.95,18.2,1020.97,5,False,12,2024,24,33.16,48.96,45.17,41.04,36.83,14.56,0.0,-0.1713,0.9852
2024-12-21,25.13,69.0,7.21,70.79,0.0,7.36,11.4,1024.79,6,True,12,2024,24,32.63,33.16,24.58,38.25,35.04,5.95,0.0,-0.1543,0.988
2024-12-22,10.25,15.0,11.14,71.0,0.0,13.68,23.3,1018.59,0,True,12,2024,24,25.13,32.63,30.13,30.31,35.12,7.36,0.0,-0.1373,0.9905
2024-12-23,41.83,99.0,10.14,62.25,0.0,6.8,22.0,1016.78,1,False,12,2024,24,10.25,25.13,34.83,22.67,32.28,13.68,0.0,-0.1202,0.9927
2024-12-24,40.58,69.0,8.02,70.17,0.0,4.18,11.4,1020.85,2,False,12,2024,24,41.83,10.25,41.0,25.74,33.28,6.8,0.0,-0.1031,0.9947
2024-12-25,44.58,65.0,9.53,83.21,0.0,3.69,6.8,1025.1,3,False,12,2024,24,40.58,41.83,48.96,30.89,33.22,4.18,0.0,-0.086,0.9963
2024-12-26,40.33,61.0,10.91,88.58,0.0,4.46,10.1,1026.89,4,False,12,2024,24,44.58,40.58,33.16,42.33,32.59,3.69,0.0,-0.0688,0.9976
2024-12-27,61.83,92.0,9.2,79.54,0.0,5.23,8.8,1028.21,5,False,12,2024,24,40.33,44.58,32.63,41.83,33.62,4.46,0.0,-0.0516,0.9987
2024-12-28,54.17,79.0,6.89,79.38,0.0,5.35,8.5,1026.69,6,True,12,2024,24,61.83,40.33,25.13,48.91,37.79,5.23,0.0,-0.0344,0.9994
2024-12-29,59.79,82.0,6.73,76.38,0.0,5.39,8.4,1025.85,0,True,12,2024,24,54.17,61.83,10.25,52.11,41.94,5.35,0.0,-0.0172,0.9999
2024-12-30,57.88,78.0,6.25,76.5,0.0,5.52,8.4,1026.8,1,False,12,2024,24,59.79,54.17,41.83,58.6,49.02,5.39,0.0,0.0,1.0
2024-12-31,51.71,74.0,6.99,85.5,0.0,5.63,8.0,1028.17,2,False,12,2024,24,57.88,59.79,40.58,57.28,51.31,5.52,0.0,0.0172,0.9999
2025-01-01,37.33,72.0,8.17,88.13,0.0,6.15,8.4,1027.73,3,False,1,2025,24,51.71,57.88,44.58,56.46,52.9,5.63,0.0,0.0172,0.9999
2025-01-02,22.55,37.0,7.36,71.7,0.0,10.64,12.5,1022.74,4,False,1,2025,20,37.33,51.71,40.33,48.97,51.86,6.15,0.0,0.0344,0.9994
2025-01-03,20.29,36.0,8.54,69.67,0.0,10.55,14.6,1018.15,5,False,1,2025,24,22.55,37.33,61.83,37.2,49.32,10.64,0.0,0.0516,0.9987
2025-01-04,32.83,76.0,9.41,80.71,0.0,7.55,10.9,1017.25,6,True,1,2025,24,20.29,22.55,54.17,26.72,43.39,10.55,0.0,0.0688,0.9976
2025-01-05,30.83,68.0,9.62,79.08,0.0,9.98,14.8,1010.05,0,True,1,2025,24,32.83,20.29,59.79,25.22,40.34,7.55,0.0,0.086,0.9963
2025-01-06,35.29,71.0,12.4,72.5,1.2,7.85,13.7,1002.76,1,False,1,2025,24,30.83,32.83,57.88,27.98,36.2,9.98,0.0,0.1031,0.9947
2025-01-07,20.88,54.0,10.07,68.46,0.4,11.64,16.7,1011.56,2,False,1,2025,24,35.29,30.83,51.71,32.98,32.98,7.85,1.2,0.1202,0.9927
2025-01-08,29.04,69.0,12.65,62.92,0.0,12.53,15.0,1012.24,3,False,1,2025,24,20.88,35.29,37.33,29.0,28.57,11.64,0.4,0.1373,0.9905
2025-01-09,26.38,71.0,14.63,58.0,0.0,16.23,25.3,1011.63,4,False,1,2025,24,29.04,20.88,22.55,28.4,27.39,12.53,0.0,0.1543,0.988
2025-01-10,47.75,71.0,12.38,72.0,0.1,5.83,11.7,1017.56,5,False,1,2025,24,26.38,29.04,20.29,25.43,27.93,16.23,0.0,0.1713,0.9852
2025-01-11,26.08,50.0,14.29,64.71,0.0,8.63,14.6,1015.13,6,True,1,2025,24,47.75,26.38,32.83,34.39,31.86,5.83,0.1,0.1882,0.9821
2025-01-12,27.46,55.0,9.64,41.0,0.0,7.82,15.1,1020.58,0,True,1,2025,24,26.08,47.75,30.83,33.4,30.89,8.63,0.0,0.2051,0.9787
2025-01-13,42.38,67.0,5.78,54.67,0.0,5.58,9.8,1025.29,1,False,1,2025,24,27.46,26.08,35.29,33.76,30.41,7.82,0.0,0.2219,0.9751
2025-01-14,45.79,74.0,4.84,61.08,0.0,6.15,11.6,1027.28,2,False,1,2025,24,42.38,27.46,20.88,31.97,31.42,5.58,0.0,0.2387,0.9711
2025-01-15,37.13,73.0,4.48,59.88,0.0,7.73,10.6,1023.28,3,False,1,2025,24,45.79,42.38,29.04,38.54,34.98,6.15,0.0,0.2554,0.9668
2025-01-16,35.58,68.0,6.01,65.13,1.5,13.19,25.3,1022.5,4,False,1,2025,24,37.13,45.79,26.38,41.77,36.14,7.73,0.0,0.272,0.9623
2025-01-17,35.0,88.0,9.96,60.96,1.1,17.06,22.8,1025.78,5,False,1,2025,24,35.58,37.13,47.75,39.5,37.45,13.19,1.5,0.2885,0.9575
2025-01-18,56.25,86.0,7.08,65.08,0.0,5.69,9.9,1021.61,6,True,1,2025,24,35.0,35.58,26.08,35.9,35.63,17.06,1.1,0.3049,0.9524
2025-01-19,41.21,75.0,8.96,69.83,0.0,5.4,8.6,1017.73,0,True,1,2025,24,56.25,35.0,27.46,42.28,39.94,5.69,0.0,0.3213,0.947
2025-01-20,61.5,89.0,8.11,78.85,0.0,6.25,9.9,1014.79,1,False,1,2025,20,41.21,56.25,42.38,44.15,41.91,5.4,0.0,0.3375,0.9413
2025-01-21,62.25,101.0,8.21,77.21,0.2,5.8,9.0,1011.91,2,False,1,2025,24,61.5,41.21,45.79,52.99,44.64,6.25,0.0,0.3537,0.9354
2025-01-22,53.08,82.0,11.54,78.67,0.0,8.63,18.1,1007.1,3,False,1,2025,24,62.25,61.5,37.13,54.99,46.99,5.8,0.2,0.3697,0.9291
2025-01-23,46.54,105.0,12.48,80.29,0.0,7.32,11.5,1010.56,4,False,1,2025,24,53.08,62.25,35.58,58.94,49.27,8.63,0.0,0.3857,0.9226
2025-01-24,45.79,76.0,12.02,83.08,0.0,8.07,14.2,1015.48,5,False,1,2025,24,46.54,53.08,35.0,53.96,50.83,7.32,0.0,0.4015,0.9159
2025-01-25,41.17,69.0,11.86,75.58,0.2,8.34,14.5,1011.3,6,True,1,2025,24,45.79,46.54,56.25,48.47,52.37,8.07,0.0,0.4172,0.9088
2025-01-26,23.79,52.0,11.99,68.71,0.0,9.25,18.7,1014.45,0,True,1,2025,24,41.17,45.79,41.21,44.5,50.22,8.34,0.2,0.4328,0.9015
2025-01-27,21.79,42.0,16.6,69.13,0.8,20.23,27.4,1005.12,1,False,1,2025,24,23.79,41.17,61.5,36.92,47.73,9.25,0.0,0.4482,0.8939
2025-01-28,15.42,30.0,13.2,44.38,0.1,20.95,27.4,1008.07,2,False,1,2025,24,21.79,23.79,62.25,28.92,42.06,20.23,0.8,0.4636,0.8861
2025-01-29,23.38,59.0,11.58,55.33,0.0,14.36,20.6,1013.18,3,False,1,2025,24,15.42,21.79,53.08,20.33,35.37,20.95,0.1,0.4787,0.878
2025-01-30,31.33,74.0,10.45,67.5,1.3,8.57,18.3,1009.44,4,False,1,2025,24,23.38,15.42,46.54,20.2,31.13,14.36,0.0,0.4938,0.8696
2025-01-31,28.88,54.0,9.5,66.46,3.2,7.74,13.9,1021.36,5,False,1,2025,24,31.33,23.38,45.79,23.38,28.95,8.57,1.3,0.5087,0.861
2025-02-01,33.33,71.0,8.53,77.67,2.3,7.15,11.6,1019.86,6,True,2,2025,24,28.88,31.33,41.17,27.86,26.54,7.74,3.2,0.5234,0.8521
2025-02-02,25.38,48.0,8.98,69.67,0.0,5.55,8.3,1016.45,0,True,2,2025,24,33.33,28.88,23.79,31.18,25.42,7.15,2.3,0.538,0.8429
2025-02-03,37.88,81.0,9.51,65.08,0.0,6.68,9.5,1019.87,1,False,2,2025,24,25.38,33.33,21.79,29.2,25.64,5.55,0.0,0.5524,0.8336
2025-02-04,51.71,97.0,8.9,66.42,0.0,6.95,12.1,1023.92,2,False,2,2025,24,37.88,25.38,15.42,32.2,27.94,6.68,0.0,0.5667,0.8239
2025-02-05,58.0,92.0,9.07,75.13,0.0,6.14,11.2,1028.73,3,False,2,2025,24,51.71,37.88,23.38,38.32,33.13,6.95,0.0,0.5808,0.814
2025-02-06,47.89,72.0,7.59,85.0,0.0,6.31,11.2,1026.89,4,False,2,2025,18,58.0,51.71,31.33,49.2,38.07,6.14,0.0,0.5947,0.8039
2025-02-07,43.5,88.0,9.74,81.29,1.4,8.15,19.1,1018.79,5,False,2,2025,24,47.89,58.0,28.88,52.53,40.44,6.31,0.0,0.6085,0.7936
2025-02-08,25.25,69.0,9.92,81.17,13.0,10.29,20.4,1015.97,6,True,2,2025,24,43.5,47.89,33.33,49.8,42.53,8.15,1.4,0.622,0.783
2025-02-09,31.13,54.0,7.4,80.88,0.0,5.64,8.5,1022.89,0,True,2,2025,24,25.25,43.5,25.38,38.88,41.37,10.29,13.0,0.6354,0.7722
2025-02-10,51.08,76.0,9.91,84.83,0.0,6.35,14.1,1021.05,1,False,2,2025,24,31.13,25.25,37.88,33.29,42.19,5.64,0.0,0.6486,0.7611
2025-02-11,42.33,76.0,11.56,85.04,1.8,5.95,14.5,1017.2,2,False,2,2025,24,51.08,31.13,51.71,35.82,44.08,6.35,0.0,0.6616,0.7498
2025-02-12,48.33,82.0,9.83,91.42,9.2,5.8,10.9,1013.23,3,False,2,2025,24,42.33,51.08,58.0,41.51,42.74,5.95,1.8,0.6744,0.7383
2025-02-13,29.08,55.0,11.35,88.88,0.7,6.31,14.7,1015.26,4,False,2,2025,24,48.33,42.33,47.89,47.25,41.36,5.8,9.2,0.6871,0.7266
2025-02-14,52.54,85.0,10.09,85.79,0.0,4.96,8.8,1014.42,5,False,2,2025,24,29.08,48.33,43.5,39.91,38.67,6.31,0.7,0.6995,0.7147
2025-02-15,34.38,76.0,10.41,79.17,0.1,5.76,12.8,1014.04,6,True,2,2025,24,52.54,29.08,25.25,43.32,39.96,4.96,0.0,0.7117,0.7025
2025-02-16,29.67,71.0,10.22,89.13,0.0,5.04,10.3,1011.0,0,True,2,2025,24,34.38,52.54,31.13,38.67,41.27,5.76,0.1,0.7236,0.6902
2025-02-17,43.08,60.0,10.43,91.54,0.0,4.94,8.8,1012.95,1,False,2,2025,24,29.67,34.38,51.08,38.86,41.06,5.04,0.0,0.7354,0.6776
2025-02-18,44.62,66.0,10.86,90.57,0.0,4.56,8.8,1014.13,2,False,2,2025,21,43.08,29.67,42.33,35.71,39.92,4.94,0.0,0.747,0.6649
2025-02-19,36.92,76.0,11.19,91.17,0.1,9.3,16.8,1017.2,3,False,2,2025,24,44.62,43.08,48.33,39.12,40.24,4.56,0.0,0.7583,0.6519
2025-02-20,33.04,63.0,12.55,86.29,0.0,6.46,11.3,1023.74,4,False,2,2025,24,36.92,44.62,29.08,41.54,38.61,9.3,0.1,0.7694,0.6387
2025-02-21,45.46,80.0,12.8,86.92,0.3,8.08,15.0,1023.01,5,False,2,2025,24,33.04,36.92,52.54,38.19,39.18,6.46,0.0,0.7803,0.6254
2025-02-22,31.5,72.0,13.12,93.29,4.9,7.39,13.2,1018.6,6,True,2,2025,24,45.46,33.04,34.38,38.47,38.17,8.08,0.3,0.7909,0.6119
2025-02-23,37.75,71.0,11.88,88.25,1.3,3.97,8.8,1024.37,0,True,2,2025,24,31.5,45.46,29.67,36.67,37.76,7.39,4.9,0.8014,0.5982
2025-02-24,46.25,79.0,10.78,85.13,0.0,8.26,17.0,1024.28,1,False,2,2025,24,37.75,31.5,43.08,38.24,38.91,3.97,1.3,0.8115,0.5843
2025-02-25,41.17,71.0,11.07,85.21,2.3,7.37,11.7,1017.32,2,False,2,2025,24,46.25,37.75,44.62,38.5,39.36,8.26,0.0,0.8215,0.5702
2025-02-26,31.42,64.0,10.1,82.29,3.7,6.37,13.2,1020.25,3,False,2,2025,24,41.17,46.25,36.92,41.72,38.87,7.37,2.3,0.8312,0.556
2025-02-27,42.92,66.0,10.04,82.0,0.0,5.42,10.3,1017.86,4,False,2,2025,24,31.42,41.17,33.04,39.61,38.08,6.37,3.7,0.8406,0.5416
2025-02-28,39.58,74.0,10.54,78.83,0.0,7.21,12.8,1016.38,5,False,2,2025,24,42.92,31.42,45.46,38.5,39.5,5.42,0.0,0.8498,0.5271
2025-03-01,24.08,41.0,9.58,75.79,0.0,6.54,15.6,1015.03,6,True,3,2025,24,39.58,42.92,31.5,37.97,38.66,7.21,0.0,0.8588,0.5124
2025-03-02,15.92,25.0,11.43,67.54,0.0,15.01,27.9,1019.08,0,True,3,2025,24,24.08,39.58,37.75,35.53,37.6,6.54,0.0,0.8675,0.4975
2025-03-03,21.79,38.0,12.25,78.75,9.1,18.8,21.5,1020.06,1,False,3,2025,24,15.92,24.08,46.25,26.53,34.48,15.01,0.0,0.8759,0.4825
2025-03-04,25.71,65.0,13.4,74.46,0.3,17.18,19.4,1018.72,2,False,3,2025,24,21.79,15.92,41.17,20.6,30.98,18.8,9.1,0.8841,0.4674
2025-03-05,27.39,59.0,12.13,77.61,0.0,15.48,22.9,1019.22,3,False,3,2025,18,25.71,21.79,31.42,21.14,28.77,17.18,0.3,0.892,0.4521
2025-03-06,18.25,33.0,12.51,81.46,9.9,18.86,25.2,1017.1,4,False,3,2025,24,27.39,25.71,42.92,24.96,28.2,15.48,0.0,0.8996,0.4367
2025-03-07,25.33,44.0,12.58,88.88,12.2,17.31,21.3,1013.21,5,False,3,2025,24,18.25,27.39,39.58,23.78,24.67,18.86,9.9,0.907,0.4211
2025-03-08,23.29,62.0,13.54,93.79,7.1,14.08,19.9,1006.47,6,True,3,2025,24,25.33,18.25,24.08,23.66,22.64,17.31,12.2,0.9141,0.4054
2025-03-11,44.46,70.0,11.18,87.0,4.2,6.11,13.1,998.88,2,False,3,2025,24,23.29,25.33,15.92,22.29,22.53,14.08,7.1,0.9338,0.3577
2025-03-12,36.13,70.0,11.41,84.96,5.9,5.99,12.4,996.69,3,False,3,2025,24,44.46,23.29,21.79,31.03,26.6,6.11,4.2,0.9399,0.3416
2025-03-13,26.83,58.0,9.89,86.79,7.5,9.88,19.5,995.02,4,False,3,2025,24,36.13,44.46,25.71,34.63,28.65,5.99,5.9,0.9456,0.3253
2025-03-14,33.88,57.0,8.8,91.29,15.7,4.85,13.5,996.71,5,False,3,2025,24,26.83,36.13,27.39,35.81,28.81,9.88,7.5,0.9511,0.309
2025-03-15,17.75,37.0,9.73,74.83,1.4,8.66,18.4,1005.73,6,True,3,2025,24,33.88,26.83,18.25,32.28,29.74,4.85,15.7,0.9562,0.2926
2025-03-16,22.33,40.0,8.2,77.79,3.4,6.25,12.1,1013.25,0,True,3,2025,24,17.75,33.88,25.33,26.15,29.67,8.66,1.4,0.9611,0.2761
2025-03-17,23.71,41.0,9.08,80.88,0.9,5.21,11.2,1015.09,1,False,3,2025,24,22.33,17.75,23.29,24.65,29.24,6.25,3.4,0.9657,0.2595
2025-03-18,29.35,53.0,9.31,82.6,0.4,9.95,17.9,1016.48,2,False,3,2025,20,23.71,22.33,44.46,21.26,29.3,5.21,0.9,0.9701,0.2428
2025-03-19,20.46,34.0,12.72,93.92,20.8,16.65,23.2,1019.98,3,False,3,2025,24,29.35,23.71,36.13,25.13,27.14,9.95,0.4,0.9741,0.2261
2025-03-20,19.38,28.0,13.89,92.25,3.0,19.75,25.7,1019.26,4,False,3,2025,24,20.46,29.35,26.83,24.51,24.9,16.65,20.8,0.9778,0.2093
2025-03-21,36.67,100.0,14.22,88.63,6.8,16.83,23.3,1008.87,5,False,3,2025,24,19.38,20.46,33.88,23.06,23.84,19.75,3.0,0.9813,0.1925
2025-03-22,44.42,80.0,12.29,77.46,1.4,7.81,19.4,1002.97,6,True,3,2025,24,36.67,19.38,17.75,25.5,24.24,16.83,6.8,0.9845,0.1755
2025-03-23,25.0,71.0,10.61,83.71,14.0,9.53,19.1,1003.19,0,True,3,2025,24,44.42,36.67,22.33,33.49,28.05,7.81,1.4,0.9873,0.1586
2025-03-24,26.33,52.0,10.21,83.04,4.3,4.81,9.4,1009.78,1,False,3,2025,24,25.0,44.42,23.71,35.36,28.43,9.53,14.0,0.9899,0.1415
2025-03-25,36.79,65.0,11.79,82.04,0.2,5.18,8.4,1016.03,2,False,3,2025,24,26.33,25.0,29.35,31.92,28.8,4.81,4.3,0.9922,0.1245
2025-03-26,32.79,58.0,11.88,84.25,0.1,5.78,9.1,1014.86,3,False,3,2025,24,36.79,26.33,20.46,29.37,29.86,5.18,0.2,0.9942,0.1074
